title,question,expected_answer,generated_answer,is_similar
University_of_Chicago,When was the Gerald Ratner Athletics Center constructed?,2003,"['The context provided does not specifically mention the construction date of the Gerald Ratner Athletics Center. Therefore, I am unable to provide an answer based on the information given.']",0
Indigenous_peoples_of_the_Americas,What is AtDNA generally only used to measure?,average continent-of-ancestry,['AtDNA is generally used to measure the average continent-of-ancestry genetic admixture in the entire human genome and related isolated populations.'],8
Frédéric_Chopin,During what years did Frédéric visit the Warsaw Lyceum for lessons?,1823 to 1826,['Frédéric Chopin attended the Warsaw Lyceum for lessons from September 1823 to 1826.'],8
Windows_8,How is Backup and Restore opened?,"through a Control Panel applet called ""Windows 7 File Recovery""","['Backup and Restore can typically be accessed through the settings or system tools of the operating system or specific application. In most systems, you would navigate to the control panel or settings menu, find the section dedicated to backup and restore options, and select it to open the feature. Generally, users may also find an icon on their desktop or within the start menu that directly leads to the Backup and Restore utility. Once opened, users can initiate backup operations or restore previous states of their data.']",4
Swaziland,When did King Sobhuza II die?,1982,['King Sobhuza II died in 1982.'],8
General_Electric,"Who composed GE's slogan ""Imagination at work?""?",David Lucas,"['David Lucas composed GE\'s slogan ""Imagination at work.""']",3
Greeks,How were the population factions of the Ottoman Empire classified ?,religion was the defining characteristic of national groups,"[""The population factions of the Ottoman Empire were classified primarily into two groups: Muslims and non-Muslims. The Muslim majority included various ethnicities and communities that adhered to the Islamic faith, while the non-Muslim population was composed mostly of Christian groups such as Greeks, Assyrians, Armenians, and Jews.\n\nWithin this classification, the non-Muslims were often organized into religious communities known as millets, which allowed them to maintain certain autonomy in relation to their religious laws and practices. Each millet, such as the Orthodox millet for Christians, was subject to its own legal codes and was responsible for its own educational and religious affairs, although they had to pay higher taxes compared to Muslim subjects.\n\nThe empire's administrative structure distinguished between these groups, with separate legal systems for Muslims and non-Muslims, integrating laws that derived from Islamic Sharia for Muslims and local customs or religious codes for non-Muslims. Additionally, the empire utilized a complex system of governance that acknowledged and accommodated the diverse cultural and religious identities within its population.""]",7
University_of_Notre_Dame,What is in front of the Notre Dame Main Building?,a copper statue of Christ,"['In front of the Notre Dame Main Building is a copper statue of Christ with arms upraised, featuring the legend ""Venite Ad Me Omnes.""']",8
Mosaic,When did mosaic fall out of fashion?,the Renaissance,"[""The provided contexts do not specifically mention when mosaic fell out of fashion. Therefore, I cannot provide a precise answer based on the given information. However, historically, mosaics began to decline in prominence during the Renaissance as other art forms, such as painting and frescoes, became more popular. If you're looking for more specific information or a particular time period, please let me know!""]",8
Steven_Spielberg,When did Spielberg re-release Close Encounters?,1980,"['The provided contexts do not contain any information regarding the re-release of ""Close Encounters of the Third Kind"" by Steven Spielberg. Therefore, I am unable to answer the question based on the given information.']",0
Middle_Ages,To what dynasty did Henry II belong?,Angevin,['Henry II belonged to the Plantagenet dynasty.'],7
FC_Barcelona,What club is Barcelona's long time rival?,Real Madrid,"[""Barcelona's long time rival is Real Madrid.""]",7
Mexico_City,How many boroughs had very high HDI scores in 2005?,three,"['The provided context does not contain specific information about boroughs or their HDI scores in 2005. Therefore, it is not possible to determine how many boroughs had very high HDI scores based on the information given.']",0
United_States_Air_Force,What kind of AFSC is a JAG?,judge advocate general,"['The Judge Advocate General (JAG) falls under the Officer Specialty Code (AFSC) related to legal and law-related fields within the United States Air Force. Specifically, it is associated with the legal department, handling military justice, legal advice, and representing the Air Force in legal matters.']",7
American_Idol,When did season 13 premiere?,"January 15, 2014","['Season 13 premiered on January 15, 2014.']",8
Islamism,Why has the Muslim Brotherhood facilitated inexpensive mass marriage ceremonies?,"['avoid prohibitively costly dowry demands', 'to avoid prohibitively costly dowry demands']","[""The Muslim Brotherhood has facilitated inexpensive mass marriage ceremonies to provide accessible and affordable opportunities for individuals, particularly those from lower-income backgrounds, to marry. This initiative not only helps to promote family formation and social stability within the community but also aligns with the organization's broader social and religious goals, which often include supporting traditional family structures and strengthening the Muslim community. By organizing mass ceremonies, they alleviate the financial burden associated with individual weddings, which can be prohibitive for many, thereby encouraging adherence to Islamic values and practices.""]",3
Dwight_D._Eisenhower,What was the office held by George Mosely?,Assistant Secretary of War,['George V. Mosely held the position of Assistant Secretary of War.'],3
Treaty,What may we assume the parties to a treaty intended the treaty's obligations to be if the treaty included an expiration date?,temporarily binding,"[""If a treaty includes an expiration date, we may assume that the parties intended the treaty's obligations to be temporary and that they anticipated a review or renewal of the agreement upon its expiration. The inclusion of an expiration date suggests that the obligations were designed to be applicable only for a specified period, after which the parties would either renegotiate the terms, reevaluate their commitments, or allow the treaty to lapse. This implies a recognition of changing circumstances or the need for adaptation to new conditions over time.""]",7
USB,What is the maximum amount of load a USB 3.0 device may draw?,six unit loads,"['A USB 3.0 device may draw a maximum load of 900 mA, which corresponds to six unit loads (150 mA each).']",8
Qing_dynasty,What did the Qing do to reform land ownership?,reduced the tax burden,"['The Qing dynasty implemented several reforms related to land ownership in response to the socio-economic issues faced by peasants. These reforms included measures to keep small landowner-cultivators out of debt and ensure they could remain on their own farms. The government enacted measures such as reducing taxes, temporarily remitting taxes, granting loans to struggling farmers, and providing temporary lodging and work in agricultural colonies for landless peasants until they could recover from their debts. These actions aimed to stabilize land ownership and prevent the concentration of land in the hands of wealthy landlords, thus supporting the peasant population.']",7
Electric_motor,What is the main example of a DC power source?,batteries,['The main example of a DC power source is batteries.'],8
Switzerland,When did the financial relationship Switzerland had with Nazi Germany begin to raise controversy?,end of the 20th century,"[""The financial relationship Switzerland had with Nazi Germany began to raise controversy during and after World War II, particularly in the years following the war when the extent of Switzerland's dealings with the Nazis and its financial practices came under scrutiny. This scrutiny intensified in the 1990s, as allegations emerged about Swiss banks holding looted assets and unclaimed funds belonging to Holocaust victims. This led to significant debate and investigations into Switzerland's actions during the war and its neutrality.""]",3
Idealism,"Who came up with the idea of ""things-as-interacted-by-us""?",Arthur Fine,"['The idea of ""things-as-interacted-by-us"" is closely related to the philosophical concepts put forth by philosophers such as George Herbert Mead and his student Herbert Blumer, who contributed to the development of symbolic interactionism in sociology. This perspective emphasizes the ways in which individuals and society interact and construct meaning through social processes. Therefore, while no single individual may have directly coined the phrase ""things-as-interacted-by-us,"" it encapsulates core ideas found in the works of Mead and Blumer.']",0
Carnival,Who holds an annual Phallus festival?,Tyrnavos,['Tyrnavos holds an annual Phallus festival.'],3
Alfred_North_Whitehead,"Whitehead's system as ""philosophy of organism"" became widely known as what term?",process philosophy,"['The term widely known for Whitehead\'s system as ""philosophy of organism"" is ""process philosophy.""']",10
East_India_Company,in 1803 was act of parliament supported by  EIC? ,promoted by the East India Company,"['The provided contexts do not specifically mention an act of Parliament from 1803 or state whether it was supported by the East India Company (EIC). Therefore, based on the information provided, it is not possible to determine if there was an act of Parliament in 1803 that was supported by the EIC. Further historical context regarding specific acts and their relations with the East India Company would be necessary to provide an accurate answer.']",2
Comcast,What is Comcast's affiliated entity in Philadelphia?,Comcast-Spectacor,"[""Comcast's affiliated entity in Philadelphia is NBC, specifically NBC10, which is the NBC affiliate station in the area.""]",0
Biodiversity,What is the estimate variation of the present global macroscopic species diversity?,from 2 million to 100 million,"['The estimated variation of the present global macroscopic species diversity ranges from 2.6 to 7.8 million species, with a mean estimate of 5.5 million species.']",0
Southampton,What museum was located in God's House Tower until 2011?,Museum of Archaeology,"['The museum that was located in God\'s House Tower until 2011 is the ""Old Town Museum"" in Southampton, England.']",2
"New_Haven,_Connecticut",The event in 1967 later lead to inspiration of what movie in 1991? ,The Doors,"['The event in 1967 that later inspired the movie in 1991 is the Apollo program, specifically the space race and lunar exploration efforts. This is depicted in the movie ""The Doors,"" which includes elements of cultural significance from that era, including Jim Morrison\'s experience during the late 1960s.']",0
Unicode,What would be the benefit of Unicode decomposing  ideographs?,greatly reduced the number of required code points,"['The benefit of Unicode decomposing ideographs would be a significant reduction in the number of required code points needed to represent these characters. By breaking down ideographs into their simpler components or radicals, Unicode could potentially accommodate a wider range of characters while minimizing redundancy. This decomposition would allow for greater flexibility in character representation, making it easier to display virtually every conceivable ideograph. Furthermore, it could help mitigate some of the issues related to Han unification, where similar characters across different languages (like Chinese, Japanese, and Korean) are treated as the same character, thus obscuring stylistic and linguistic distinctions. Overall, it would enhance interoperability and efficiency in character encoding and rendering.']",8
The_Times,Who was the name of the Soviet double agent who was the correspondent for The Times in Spain in the late 1930s?,Kim Philby,['The name of the Soviet double agent who was the correspondent for The Times in Spain in the late 1930s is Kim Philby.'],8
History_of_India,Upon what did Jaipal's subjects think he brought disaster?,Shahi dynasty,"[""Jaipal's subjects believed that he brought disaster upon them due to his actions and decisions that led to the weakening of their power and stability. Specifically, they held him responsible for the collapse of the Sikh Empire and the challenges faced during the conflicts and governance in the region. The dissatisfaction among his subjects can be attributed to failures in leadership, military setbacks, and the inability to effectively manage the complex socio-political landscape of Punjab during that period.""]",0
Tuvalu,As aprt of what program did Japan fund a new desalination plant at Tuvalu?,Pacific Environment Community,"['The context provided does not mention Japan funding a new desalination plant at Tuvalu or any specific program related to it. Therefore, based on the information available, I cannot provide an answer regarding this question. If you have further details or another context, I would be glad to help!']",0
Muammar_Gaddafi,"Why did Libya become an ""international pariah""?",Gaddafi's support for foreign militants and alleged responsibility for the Lockerbie bombing,"['Libya became labeled as an ""international pariah"" due to several factors during the leadership of Muammar Gaddafi. Key reasons include:\n\n1. **Support for Terrorism**: Gaddafi\'s regime provided financial and logistical support to various militant and terrorist groups around the world, which led to Libya being placed on the U.S. list of ""State Sponsors of Terrorism"" in 1979. This support included backing groups involved in acts of violence against Western targets.\n\n2. **Human Rights Abuses**: The Gaddafi government was widely criticized for its human rights violations, including arbitrary arrests, torture, extrajudicial killings, and the lack of fair trials for political opponents. Notably, the 1996 Abu Salim prison massacre, where an estimated 1,270 prisoners were killed, highlighted the regime\'s brutality.\n\n3. **The Lockerbie Bombing**: Libyan involvement in the bombing of Pan Am Flight 103 over Lockerbie, Scotland, in 1988, which killed 270 people, led to significant international condemnation and sanctions against Libya. Following Gaddafi\'s refusal to extradite suspects and cooperate fully with investigations, the United Nations imposed economic sanctions.\n\n4. **Deterioration of Relations with the West**: Throughout the 1980s, Gaddafi\'s antagonistic policies towards Western nations, including rhetoric against the U.S. and the U.K., culminated in violent confrontations, such as the 1986 U.S. bombing of Libya. These actions further isolated Libya on the international stage.\n\n5. **Internal Repression and Political Control**: Gaddafi maintained strict control over Libya, suppressing dissent and promoting a culture of fear through pervasive surveillance and oppressive measures, which led to global criticism of Libya\'s governance model.\n\nThese combined factors contributed to Libya\'s reputation as an international outcast and hindered its diplomatic relations with many countries, particularly the West.']",8
The_Blitz,How was it known that precision bombing was changed to area attacks?,tactical methods and weapons dropped,"['The shift from precision bombing to area attacks was indicated by several changes in tactical methods and the types of weapons being used. For example, KGr 100 significantly increased its use of incendiaries from 13–28 percent to 92 percent by December, which highlighted a reduced concern for avoiding civilian property near industrial sites. Additionally, other units stopped using parachute flares and began using explosive target markers, further emphasizing the move towards less precise bombing methods. Testimonies from captured German air crews also revealed a deliberate targeting of homes belonging to industrial workers. This, along with the high estimated casualties per tonne of bombs dropped on London and the increasing reliance on indiscriminate bombing tactics as the Luftwaffe faced difficulties in precision targeting, signified a transition to area attacks.']",7
Arnold_Schwarzenegger,Which of Schwarzenegger's bodybuilding idols died in 2000?,Steve Reeves,"[""Arnold Schwarzenegger's bodybuilding idol, Franco Columbu, died in 2000.""]",0
Capital_punishment_in_the_United_States,"Along with Georgia, what American jurisdiction allowed people to be executed for the rape of an adult prior to Coker?",U.S. Federal government,"['Along with Georgia, Louisiana was another American jurisdiction that allowed people to be executed for the rape of an adult prior to the Coker decision.']",0
Galicia_(Spain),Which group regulates the Galician language?,The Royal Galician Academy,['The Galician language is regulated by the Royal Galician Language Academy (Real Academia Galega).'],8
Religion_in_ancient_Rome,"Because of the lack of pay, what was the type of honor in being a priest?",costly,"['The type of honor in being a priest, due to the lack of pay, is the symbolic value associated with the role, which includes spiritual leadership, the opportunity to serve the community, and the privilege of carrying out sacred duties and rituals. Being a priest is often seen as a calling that is recognized and respected within the Church and the wider community, which can provide a sense of purpose and fulfillment beyond monetary compensation.']",3
Madonna_(entertainer),How many albums did Ray of Light sell worldwide?,16 million copies,"['The context provided does not contain information about the worldwide sales of the album ""Ray of Light."" Therefore, I cannot provide an answer based on the provided text.']",0
Macintosh,"When Microsfot Windows 3.0 was released, what was it commonly said to not be as good as?",Macintosh,"['The context provided does not contain specific information about Microsoft Windows 3.0 or claims regarding it being ""not as good as"" something else. Therefore, based on the available data, I cannot provide an answer to the question. If you have further details or contexts about Windows 3.0, I may be able to help!']",0
Catalan_language,What is the type designation of Catalan in Catalonia?,native,['Catalan is designated as the sole official language in Catalonia.'],0
Race_(human_categorization),What is required to allocate individuals in subspecies populations correctly?,inspection,"['To allocate individuals in subspecies populations correctly, it is necessary to define and recognize a ""species"" under the relevant legal framework, such as the Endangered Species Act. This can involve identifying a true taxonomic species, a subspecies, or in the case of vertebrates, a ""distinct population segment."" It also requires the implementation of proper assessment and classification procedures by the relevant authorities, like the United States Fish and Wildlife Service (FWS) or NOAA Fisheries. Accurate ecological and biological assessments of the populations, including their habitats, migration patterns, and genetic differences, are essential to ensure individuals are allocated correctly within subspecies populations.']",0
Hunting,What along with multiple environmental factors led to the extinction of the holocene megafauna?,hunting,"['Hunting by humans was one of the multiple environmental factors that led to the extinction of the Holocene megafauna. While it is suggested that hunting may not have been a critical factor in every location, in some areas, such as Australia, humans are believed to have played a significant role in the extinction of megafauna species through hunting and overexploitation.']",5
Cork_(city),What are the biggest sports draws in Cork?,Hurling and football,"['The provided contexts do not contain specific information about the biggest sports draws in Cork. Therefore, I cannot provide an answer based on the available information. However, traditionally, major sports in Cork include Gaelic football, hurling, soccer, and rugby, with teams such as the Cork GAA, Cork City FC, and Munster Rugby drawing significant crowds and fan support.']",3
Pub,When was a smoking ban passed in the United Kingdom?,2007,"['A smoking ban in the United Kingdom was passed in 2006. The legislation came into effect in England on July 1, 2007, prohibiting smoking in enclosed public spaces and workplaces.']",7
Alloy,What is another word for when alloys solidify?,crystallizes,"['Another word for when alloys solidify is ""crystallize.""']",8
Kievan_Rus%27,What was considered too be Kiev's most important route for trade?,Dnieper River,"['Kiev\'s most important route for trade was the ""route from the Varangians to the Greeks,"" which continued to the Black Sea and on to Constantinople. This trade route was essential for the flow of goods and commerce between eastern Europe and the Byzantine Empire.']",5
Tajikistan,Who is the prime minister of Tajikistan?,Kokhir Rasulzoda,"['As of my last update in October 2023, the Prime Minister of Tajikistan is Kohir Rasulzoda. However, please verify this information as political positions can change.']",8
Detroit,How many mayors has Detroit had?,74,['Detroit has had a total of 74 mayors.'],8
Franco-Prussian_War,"Along with the Army of the Meuse, what other army did Moltke march north with?",the Prussian Third Army,['Moltke marched north with the Prussian Third Army.'],7
Super_Nintendo_Entertainment_System,What game first challenged Nintendo's anti-violence policy?,Mortal Kombat,"['The game that first challenged Nintendo\'s anti-violence policy was ""Mortal Kombat.""']",8
Switzerland,What type of trade agreements does Switzerland have worldwide?,free,"['Switzerland has a variety of trade agreements worldwide, including bilateral agreements with the European Union (EU) that cover trade in goods, services, and investment. These agreements are designed to ensure access to the EU market while allowing Switzerland to maintain its independence in trade policy. Additionally, Switzerland is a member of the World Trade Organization (WTO) and has numerous free trade agreements with other countries, enhancing its trade relations across different regions. Through these agreements, Switzerland aims to facilitate free trade, reduce tariffs, and improve economic cooperation globally.']",0
Emotion,What social institution is associated with the emotion of love?,marriage,['The social institution associated with the emotion of love is marriage.'],8
Karl_Popper,Which department did Popper found at the London School of Economics?,"Department of Philosophy, Logic and Scientific Method",['Karl Popper founded the Department of Logic and Scientific Method at the London School of Economics.'],3
Mexico_City,Why is Mexico City vulnerable to flooding?,no natural drainage outlet for the waters that flow from the mountainsides,"[""The provided contexts do not contain specific information about Mexico City or its vulnerability to flooding. However, it is known that Mexico City is vulnerable to flooding due to several factors:\n\n1. **Geography**: Mexico City is situated in a high-altitude valley surrounded by mountains, which can trap rainwater.\n\n2. **Soil Composition**: The city's foundation was originally built on a lake bed, leading to unstable ground that can exacerbate flooding.\n\n3. **Urbanization**: Rapid urbanization has resulted in the destruction of natural drainage systems and reduced the amount of permeable surfaces, preventing water from being absorbed into the ground.\n\n4. **Infrastructure**: Insufficient drainage infrastructure and poorly maintained sewage systems can lead to water accumulation during heavy rains.\n\n5. **Climate Change**: Increasing rainfall intensity due to climate change can overwhelm existing drainage systems.\n\nThese factors contribute to the city's susceptibility to flooding during heavy rains.""]",3
Alfred_North_Whitehead,What did Whitehead believe was one of the biggest reasons materialistic thinking endured?,limitations of language,"['Whitehead believed that one of the biggest reasons materialistic thinking endured was humanity\'s submission to become ""the servant and the minister of nature,"" as he reflected on the prophecy of Francis Bacon. This indicates that the dominance of materialistic thinking was driven by a view of humans as subordinate to the natural world, leading to a focus on material substances and mechanistic views of reality.']",2
FC_Barcelona,What award did Cruyff win during his first year with Barcelona?,European Footballer of the Year,['Johan Cruyff won the La Liga title during his first year with Barcelona in the 1973-74 season.'],0
Translation,What language was The Saragossa Manuscript originally written in?,French,['The Saragossa Manuscript was originally written in Spanish.'],0
Pain,What may accompany urination for amputees? ,phantom limb pain,['Phantom limb pain may accompany urination for amputees.'],5
Palermo,What name was Palermo originally founded as?,Ziz,"['Palermo was originally founded as ""Panormus.""']",0
Beyoncé,Spanish songs Beyonce released were for what?,re-release of B'Day,"['The context provided does not mention any Spanish songs released by Beyoncé or specify their purpose. Therefore, the answer cannot be derived from the given information.']",0
Sino-Tibetan_relations_during_the_Ming_dynasty,When was Chosrje Shākya Yeshes sent to Nanjing?,1414,"['The context provided does not contain any information regarding Chosrje Shākya Yeshes or his being sent to Nanjing. Therefore, I cannot provide a date or details related to that event based on the given information.']",0
1973_oil_crisis,Which country was thinking about going to war to forcibly take Middle Eastern oil fields?,"['U.S', 'U.S.', 'the U.S.']",['The United States was considering going to war to forcibly take Middle Eastern oil fields.'],0
Tennessee,What date did Tennessee become one of the United States of America?,"June 1, 1796","['Tennessee became one of the United States of America on June 1, 1796.']",9
YouTube,What was the official launch date for the youtube website?,"December 15, 2005","['The contexts provided do not mention the official launch date for the YouTube website. Therefore, based on general knowledge, YouTube was officially launched on February 14, 2005.']",0
American_Idol,Which weblog helped Sanjaya survive elimination week over and over again?,Vote for the Worst,"['The weblog that helped Sanjaya survive elimination week over and over again is called ""Vote for the Worst.""']",8
"Ann_Arbor,_Michigan",What are the Medical marijuana dispensaries called in the city?,People's Co-op,"['The provided contexts do not specify what medical marijuana dispensaries are called in the city. Therefore, it is not possible to answer that question based on the provided information.']",0
Zinc,What are two billion people in the world deficient in?,zinc,"['Two billion people in the world are deficient in vitamins and minerals, commonly referred to as ""micronutrient deficiencies.""']",0
Economic_inequality,What trend increases the organic composition of capital over the long term?,"['increasingly substitute capital equipment for labor inputs', 'substitute capital equipment', 'pressure to reduce costs and maximize profits']","['The trend that increases the organic composition of capital over the long term is the shift towards sustainable architecture and renewable energy technologies. As societies become more focused on environmental sustainability, the demand for green building practices and renewable energy sources, such as solar and wind power, rises. This transition requires investments in sustainable materials and technologies, leading to a higher organic composition of capital, as these investments are seen as essential for long-term economic growth while addressing climate change and energy security. Additionally, the increase in the importance of renewable energy in the face of rising fossil fuel prices and concern over climate change further drives this trend.']",3
To_Kill_a_Mockingbird,"In 2001, what city's mayor picked To Kill a Mockingbird as their favorite book?",Chicago,"[""In 2001, Chicago's mayor Richard M. Daley picked To Kill a Mockingbird as his favorite book.""]",0
Eton_College,"Where are 18th century ""leaving portraits"" kept at Eton?","Parlour, Election Hall, and Election Chamber","['The provided context does not contain any information about the location of 18th century ""leaving portraits"" at Eton. Therefore, I cannot answer the question based on the information provided.']",0
Dog,A natural camo pattern is known as what?,countershading,['A natural camo pattern is known as camouflage.'],3
Samurai,Who fought in the Heiji Rebellion?,the rival Minamoto and Taira clans,['The Heiji Rebellion was fought between the Taira clan and the Minamoto clan.'],9
Montevideo,Where is the Museo de Guacho y de la Moneda located?,the Centro,"['The given contexts do not provide specific information about the location of the Museo de Guacho y de la Moneda. Therefore, based on the provided information, an answer cannot be determined.']",0
British_Empire,Where did Britain switch to sending their convicts after the loss of the American colonies?,Australia,"['After the loss of the American colonies, Britain switched to sending their convicts to Australia, specifically establishing a penal settlement in New South Wales.']",7
Korean_War,Where did armistice negotiations occur?,Kaesong,['The armistice negotiations occurred at Kaesong and then at the neighbouring village of Panmunjom in Korea.'],7
Copper,What extraordinary property does the alloy made up of 90% copper and 10% nickel possess?,resistance to corrosion,"['The alloy made up of 90% copper and 10% nickel possesses extraordinary resistance to corrosion and tarnishing, making it ideal for various applications, including marine environments and decorative items. This specific alloy is known for its strength and durability, as well as its ability to maintain its appearance over time.']",8
Pain,What did the studies regarding the effectiveness of hypnosis lack?,credible controls for placebo and/or expectation,"['The studies regarding the effectiveness of hypnosis lacked a sufficient number of patients enrolled, which brought up issues of power to detect group differences. Additionally, most of the studies lacked credible controls for placebo and/or expectation.']",8
Eritrea,Where is the Ark of the Covenant believed to be resting?,Aksum,"['The Ark of the Covenant is believed to be resting in Aksum, Eritrea.']",5
Szlachta,Who imposed various sanction on the people?,Russian Empire,"['The United Nations Security Council imposed various sanctions on Libya, including suspending Libya from the UN Human Rights Council and calling for an International Criminal Court (ICC) investigation into the killing of unarmed civilians.']",0
Detroit,In which year did Detroit's population peak?,1950,"[""Detroit's population peaked in the year 1950.""]",8
Estonia,What name describes the combined body of all Estonia military?,the Estonian Defence Forces,['The combined body of all Estonia military is called the Estonian Defence Forces (Estonian: Kaitsevägi).'],9
Ctenophora,What are ctenophora commonly known as?,comb jellies,['Ctenophora are commonly known as comb jellies.'],8
Elizabeth_II,What did the Sunday Times estimate Elizabeth's fortune to be in 2015?,£340 million,"[""The context provided does not contain any specific information regarding the Sunday Times' estimate of Elizabeth's fortune in 2015. Therefore, I cannot answer that question based on the given information.""]",0
Hanover,What structure does the Schnellweg and a number of roads roughly form?,a large ring road,['The Schnellweg and a number of roads roughly form a structure resembling a large ring road.'],8
Dwight_D._Eisenhower,"In what part of the country, previously neglected by Republican presidential candidates, did Eisenhower campaign?",South,"['Eisenhower insisted on campaigning in the South, a region that had previously been neglected by Republican presidential candidates.']",3
Pharmaceutical_industry,How many approvals of new drugs happen every year?,averaged 22.9 approvals,"['The provided contexts do not include information about the number of new drug approvals that happen every year. Therefore, I cannot provide a specific answer to that question based on the given contexts.']",0
Adult_contemporary_music,What other adult contemporary radio format is urban AC similar to?,soft AC,"['Urban AC is similar to soft AC. Both formats focus on adult audiences and feature a blend of older and contemporary music, with urban AC primarily playing R&B and classic soul, while soft AC includes a larger amount of older music, particularly classic R&B, soul, and 1960s and 1970s music.']",7
Wood,What specific type of growth has an effect on the density of wood?,radial,"['The specific type of growth that affects the density of wood is the rate of growth of the tree. Woods of moderate to slow growth are generally preferred for strength and ease of working, as they tend to have greater density and better mechanical properties. Additionally, the formation of earlywood and latewood within a growth ring, influenced by the growth rate, plays a significant role in determining wood density. Latewood, which is denser and stronger, forms later in the growing season, while earlywood, formed earlier, has thinner walls and larger cavities.']",0
Central_African_Republic,Who headed the UN effort to rebuild CAR?,Secretary-General Ban Ki-Moon,"[""The context provided does not specify an individual who headed the UN effort to rebuild the Central African Republic (CAR). It mentions the UN Peacebuilding Commission and the involvement of various international entities, but does not name a specific leader or figure responsible for the UN's efforts in CAR. Therefore, based on the information given, it is not possible to identify who headed the UN effort to rebuild CAR.""]",0
Houston,Where is the Melcher Center located?,University of Houston,"['The Melcher Center is not mentioned in the provided contexts, so its location cannot be determined from the given information.']",0
Dutch_language,What's the Dutch word for the items like shirts and pants that you wear that only exists in a plural form?,kleertjes,"['The Dutch word for items like shirts and pants that only exists in a plural form is ""kleding."" However, a more specific term for clothing items in general, particularly those worn on the body, often used in a plural context, is ""kledingstukken."" Another common term is ""broeken"" (pants), which is inherently plural. If you are referring specifically to ""pants,"" then ""broeken"" would be the accurate term.']",3
ASCII,What is still the conventional use of the ETX code?,"to interrupt and halt a program via an input data stream, usually from a keyboard","['The conventional use of the ETX (End of Text) code, which is represented by the code point U+0003 in ASCII and Unicode, is primarily in control character contexts, particularly in text processing and communication protocols. It signifies the end of a text segment or a message, indicating that there are no more characters to be processed in that sequence. ETX is often used in situations where data needs to be terminated clearly, such as in serial communication or data transmission protocols, ensuring that the recipient knows when the relevant text has concluded.']",3
British_Empire,Which British Prime Minister recognized the Dominions' contributions in 1917?,David Lloyd George,"[""British Prime Minister David Lloyd George recognized the Dominions' contributions in 1917.""]",7
Buddhism,What describes the causal connection between the subsequent conditions of cyclic existance?,The Twelve Nidānas,['The Twelve Nidānas describe the causal connection between the subsequent conditions of cyclic existence.'],5
List_of_numbered_streets_in_Manhattan,There is a small stretch of what road between Broadway and Twelfth Avenue?,West 132nd Street,"['The small stretch of road between Broadway and Twelfth Avenue is known as ""The Great White Way.""']",0
Bacteria,What is the second phase of bacteria growth known for?,rapid exponential growth,"['The second phase of bacteria growth is known as the log phase, which is marked by rapid exponential growth. During this phase, bacteria metabolize nutrients at maximum speed until one of the nutrients is depleted, leading to limitations in growth. The growth rate (k) and generation time (g) are key characteristics during this phase.']",9
Josip_Broz_Tito,What type of assault was there in Bosnia?,airborne,"['The assault in Bosnia is characterized as involving acts of genocide, particularly aimed at expelling Muslims and Croats from their homes. There was significant debate over whether these acts constituted genocide, but the International Criminal Tribunal for the former Yugoslavia (ICTY) has found that the actions taken by Serb forces met the criteria for genocide in certain cases, particularly in the municipality of Prijedor. Various individuals connected to these actions have been indicted and convicted of genocide or complicity in genocide.']",0
European_Central_Bank,What is being caused by links between soverign debt and failing national banks?,the sickness of the euro,"['The links between sovereign debt and failing national banks are contributing to a broader financial crisis, leading to increased instability in financial markets, declines in economic activity, and a lack of confidence in the banking system. This scenario can result in higher borrowing costs for governments, potential defaults on sovereign debt, and further strain on banking institutions, thereby threatening their solvency. Additionally, this interconnectedness may create a cycle where the failure of banks exacerbates sovereign debt issues, potentially leading to a systemic financial crisis. The overall effect can include prolonged economic downturns, reduced consumer wealth, and a strain on government resources to bail out failing banks.']",7
Mali,What is the name of the musician that was a part of the roots and was also a blues guitarist?,Ali Farka Touré,['The musician that was a part of the roots and was also a blues guitarist mentioned in the context is Pat Hare.'],0
Sino-Tibetan_relations_during_the_Ming_dynasty,During what years did the Mongol leader Kublai Khan rule?,1402–1424,['Kublai Khan ruled from 1260 to 1294.'],0
Tuberculosis,What infectious disease causes more deaths than tuberculosis?,HIV/AIDS,"['The context does not explicitly state any infectious disease that causes more deaths than tuberculosis. However, it mentions that tuberculosis alone kills about 2 million people per year, mostly in sub-Saharan Africa. The text does not provide a specific infectious disease that surpasses this mortality figure. Additional context would be needed to identify such a disease.']",2
Kathmandu,Who ruled Nepal after the Licchavi?,Malla,"['After the Licchavi dynasty, Nepal was ruled by the Thakuri dynasty. The Thakuris came to power around the 9th century and succeeded the Licchavi rulers in the region.']",0
Marvel_Comics,In what year did Marvel introduce trading cards based on their characters?,1990,['Marvel introduced trading cards based on their characters in 1990.'],7
Canadian_football,How old are the players in the Quebec Junior Football League?,18–22,['The Quebec Junior Football League typically consists of players aged between 17 and 22 years old.'],7
Cubism,Before what year was Cubism considered the most innovative? ,1914,"['Cubism was considered the most innovative before World War I, which began in 1914.']",7
Modern_history,"What did The United Nations name ""The Trusteeship Of The Powerful""","""Four Policemen""","['The United Nations referred to ""The Trusteeship Of The Powerful"" in relation to the manner in which powerful nations managed territories and peoples under their control, particularly in the context of colonial legacy and the mandates established after World War I and World War II. It reflects a critique of how international governance often prioritized the interests of stronger nations, sometimes at the expense of the rights and autonomy of smaller or less powerful states. The exact terminology “The Trusteeship Of The Powerful” may not be widely recognized or used, but the concept aligns with discussions around the accountability and ethical governance of internationally administered territories and the influence of major powers in international relations.']",0
