title,question,expected_answer,generated_answer,is_similar
Adolescence,What is another term for legal adulthood?,age of majority,"['Another term for legal adulthood is ""age of majority.""']",9
Carnival,What's the name of the Christian festive season that occurs before the season of Lent?,Carnival,['The Christian festive season that occurs before the season of Lent is called Carnival.'],8
Switzerland,"According to the Federal Constitution, how many cantons are equal in status?",all 26,"['According to the Federal Constitution, all 26 cantons are equal in status.']",8
Alaska,What religious tradition may be a problem for Alaskan Jews?,observance of halakha,"['The religious tradition that may pose special problems for Alaskan Jews is the observance of halakha, which is the collective body of Jewish law.']",8
Molotov%E2%80%93Ribbentrop_Pact,Who predicted soviet aggression in the Baltic region?,Britain,"['The context suggests that during discussions in mid-June, Britain opposed the USSR\'s definition of ""indirect aggression,"" fearing it could justify Soviet intervention in the Baltic states. This implies that British officials were concerned about possible Soviet aggression in the region. Therefore, it can be inferred that the British government predicted Soviet aggression in the Baltic region during this time. Directly, the excerpt does not specify an individual who predicted this aggression, but it highlights the general apprehension of the British government regarding the Soviet Union\'s intentions.']",5
Predation,"If scavengers' food becomes scarce, they may turn to what type of diet?",herbivorous,"[""If scavengers' food becomes scarce, they may turn to a carnivorous diet, potentially hunting for live prey rather than relying solely on carrion.""]",0
Solar_energy,What kind of system is a solar chimney?,passive solar ventilation,"['A solar chimney is a passive solar ventilation system composed of a vertical shaft that connects the interior and exterior of a building. As the chimney warms, the air inside is heated, creating an updraft that pulls air through the building, enhancing ventilation.']",8
Buddhism,What religion is practiced by an estimated 488 to 535 million people?,Buddhism,['The religion practiced by an estimated 488 to 535 million people is Buddhism.'],9
Nanjing,What is the overwhelming ethnic majority in Nanjing?,Han nationality,"['The overwhelming ethnic majority in Nanjing is Han Chinese, as is the case in most cities across China.']",8
Canadian_Armed_Forces,What military thread did the CAF protect against in Europe?,the Soviet military threat,"['The Canadian Armed Forces (CAF) protected against air attacks in Europe, specifically addressing threats from enemy aircraft during conflicts such as World War II and subsequent military engagements. This was part of a broader air defense strategy that included ground-based air defense units and cooperation with other military branches to counter aerial assaults.']",0
Egypt,What year was Aswan High Dam completed?,1970,['The Aswan High Dam was completed in 1970.'],8
Financial_crisis_of_2007%E2%80%9308,"Before its failure, which savings and loan association was the seventh largest mortgage originator in the United States?",IndyMac Bank,"['Before its failure, IndyMac Bank was the seventh largest mortgage originator in the United States.']",3
Uranium,What was the job title of Orso Mario Corbino?,Dean of the Faculty of Rome,"['The provided contexts do not contain information about Orso Mario Corbino or his job title. Therefore, I cannot provide an answer based on the given text.']",0
Clothing,Poor conditions found in developing countries may also be found in what type of nations?,industrialized,"['Poor conditions found in developing countries may also be found in countries with high levels of economic inequality or those experiencing significant political corruption, as these factors can contribute to underdevelopment, lack of infrastructure, and inadequate access to basic services.']",2
Time,What Newtonian concept can be used in the formulation of an idea for the synchronization of clocks?,"concept of ""relative, apparent, and common time""","['The Newtonian concept that can be used in the formulation of an idea for the synchronization of clocks is the concept of ""absolute time"" or ""common time."" This concept involves a fixed, uniform measurement of time that is independent of the observers\' relative motion. In classical mechanics, this allows for the synchronization of clocks by assuming that time passes at the same rate everywhere, which is an essential part of the framework before the introduction of Einstein\'s theory, which accounts for the effects of relative motion on the measurement of time.']",3
San_Diego,What was the population increase in San Diego from 2009 to 2010?,just under 7%,"['The population of San Diego in 2009 was estimated to be 1,306,300, and in 2010 it was reported to be 1,307,402. The population increase from 2009 to 2010 was 1,307,402 - 1,306,300 = 1,102.']",0
Railway_electrification_system,What came with lesser lesser cost mobile conversion hardware or stationary hardware?,stationary hardware,"['Lesser cost mobile conversion hardware typically comes with a lower price point compared to stationary hardware. Mobile devices often utilize smaller, less expensive components to achieve portability, while stationary hardware can be built with more robust features suited for performance, often leading to higher costs.']",2
House_music,what was different about the bass-line in the hip-hop influenced house songs?,more rugged,"['The bass-line in the hip-hop influenced house songs was more rugged compared to earlier house music. This shift included quicker sampling techniques that added a distinctive groove and energetic feel to the music, integrating elements from hip-hop while still maintaining the core aspects of house music.']",3
2008_Summer_Olympics_torch_relay,The Olympic relay had the same security precautions taken as what other special day?,Republic Day,"['The Olympic relay had similar security precautions taken as during significant public events or protests, particularly those involving the pro-Tibet and human rights movements that coincided with the relay, such as the heightened police presence and measures to manage protests during the torch relays in cities like London and Paris. The atmosphere resembled that of a high-security event, comparable to national holidays or major public celebrations where large crowds gather.']",0
2008_Summer_Olympics_torch_relay,What was the unsanctioned alternative relay called?,Human Rights Torch Relay,"['The unsanctioned alternative relay was called the ""human rights torch.""']",8
Houston,From what building do the two public radio stations broadcast?,Melcher Center for Public Broadcasting,"['The two public radio stations, KUHF and KUHA, broadcast from the Melcher Center for Public Broadcasting, located on the campus of the University of Houston.']",7
Liberia,How did the republic of liberia begin?,as a settlement of the American Colonization Society (ACS),"[""The Republic of Liberia began as a settlement of the American Colonization Society (ACS), which aimed to establish a colony for freed African Americans. The colony was founded in 1822, and it declared its independence on July 26, 1847. The United States did not officially recognize Liberia's independence until February 5, 1862, during the American Civil War. The migration to Liberia included more than 15,000 freed and free-born Black Americans and 3,198 Afro-Caribbeans, who carried their culture and traditions with them. Joseph Jenkins Roberts, a wealthy free-born Black American from Virginia, was elected as Liberia's first president in 1848 after the proclamation of independence.""]",8
Rhine,The Rhine and what other river drained the northern flanks of the alps?,Danube,"['The Rhône was the other river that drained the northern flanks of the Alps, along with the Rhine.']",0
Intergovernmental_Panel_on_Climate_Change,Where was the Feb 2010 call for change published?,the journal Nature,"['The provided contexts do not contain information about a call for change from February 2010. Therefore, I cannot determine where such a call was published.']",0
Carnival,What city's carnival was the most famous for a long time?,Venice,"['New Orleans, Louisiana, is most famous for its Carnival celebrations, often referred to as Mardi Gras, which has a long-standing tradition of vibrant street parades and masked balls.']",0
IPod,Which company provides the ability to connect to iPods as a standard feature in their automobiles?,Scion,['Scion offers standard iPod connectivity on all their cars.'],0
Hanover,What destroyed the palace?,Allied bombing,"['The Palace of Westminster was destroyed by fire in 1834, which led King William IV to consider converting Buckingham Palace into the new Houses of Parliament.']",0
Alps,What is an example of a valley carved by glaciers during the ice ages? ,The Inn valley,['The Inn valley is an example of a valley carved by glaciers during the ice ages.'],3
Exhibition_game,Where is the Sprint All-Star Race held?,Charlotte Motor Speedway,['The Sprint All-Star Race is held at Charlotte Motor Speedway.'],8
Zhejiang,What direction is the economic heart of Zhejiang moving toward?,southeast,['The economic heart of Zhejiang is moving southeastward to the region centered on Wenzhou and Taizhou.'],4
"New_Haven,_Connecticut",What canal lies adjacent to the Historic New Haven and Northamption company trail?,Farmington Canal,['The Farmington Canal lies adjacent to the Historic New Haven and Northampton Company trail.'],5
Department_store,What company operates Sears Mexico? ,Grupo Carso,['The company that operates Sears Mexico is Grupo Carso.'],8
Royal_Dutch_Shell,What conditions caused the delay of drilling in mid-2012?,difficult weather,"['The delay of drilling in mid-2012 was caused by a winter storm that occurred on 27 December 2012, which caused the towing crews and rescue services to lose control of the situation regarding the Kulluk oil rig. Subsequently, the rig was grounded off the coast of Sitkalidak Island, which led to a significant concern that a two-month delay in the Arctic could potentially wipe out the entire drilling season.']",7
Airport,When were jet bridge systems introduced to modern airport terminals?,early 1960s,['Jet bridge systems were introduced to modern airport terminals in the early 1960s.'],8
Paris,How many 3 star Michelin restaurants were in France in 2015?,29,"['The provided contexts do not contain specific information about the number of 3-star Michelin restaurants in France in 2015. Therefore, based on the available information, I cannot provide a definitive answer to your question. For the most accurate and up-to-date information, it would be best to consult the official Michelin Guide or reliable culinary resources.']",0
Supreme_court,What court has supremacy for matters of social security?,Bundessozialgericht,"['The Bundesgerichtshof (Federal Court of Justice) is at the top of the hierarchy of courts in Germany for civil and criminal cases. However, for matters of social security, the highest court is the Bundessozialgericht (Federal Social Court).']",7
Brain,The suprachiasmatic nucleus is a small part of what part of the brain?,the hypothalamus,['The suprachiasmatic nucleus is a small part of the hypothalamus in the brain.'],7
John_von_Neumann,At what age was Von Neumann familiar with calculus?,8,['Von Neumann was familiar with calculus by the age of 8.'],3
Warsaw,When was the Royal University of Warsaw established?,1816,['The Royal University of Warsaw was established in 1816.'],7
Anthropology,From how many nations does the WCAA boast members from?,about three dozen,['The WCAA boasts members from over 120 countries.'],0
Baptists,What was named after the slave port of Calabar?,Jamaica's Calabar High School,"['The historical Bight of Biafra, which is now commonly referred to as the Bight of Bonny, was named after the slave port of Calabar.']",0
Beyoncé,When did Beyoncé release her fifth studio album?,"December 13, 2013","['Beyoncé released her fifth studio album, titled ""Beyoncé,"" on December 13, 2013.']",8
Southern_Europe,When were there many struggles for independence or overthrowing prevailing governments?,between 1815 and 1871,"[""There were many struggles for independence or overthrowing prevailing governments during the following key periods:\n\n1. **Indian Independence Movement**: The struggle for independence in India gained momentum in the early 20th century, culminating in 1947 when India gained independence from British rule after a prolonged fight led by various groups, including the Indian National Congress.\n\n2. **American Revolution**: The American colonists' struggle for independence from British rule took place from 1775 to 1783, leading to the Declaration of Independence in 1776 and the acknowledgment of American independence in 1783 following the Peace of Paris.\n\n3. **Cuban Revolution**: In 1959, Fidel Castro's movement overthrew the government of Fulgencio Batista, which had been backed by the United States, resulting in the establishment of a Marxist-Leninist government.\n\n4. **Anti-colonial movements in various regions**: Across Africa and Asia, especially during the mid-20th century, various nations engaged in struggles for independence from colonial powers, influenced by nationalist sentiments and emerging movements against colonial rule.\n\nThese examples illustrate periods characterized by significant upheaval and the quest for self-determination.""]",0
Slavs,"What slavic word denotes ""foreign people?""",němci,"['The Slavic word that denotes ""foreign people"" is ""němci,"" which comes from the Slavic word *němъ meaning ""mumbling"" or ""mute.""']",8
Annelid,What type of tissue takes up most of the body of a leech?,connective tissue layer of the body wall,['The connective tissue layer of the body wall is very thick and occupies much of the body of a leech.'],7
Westminster_Abbey,What is the name of the throne used for coronation?,King Edward's Chair,"['The throne used for coronation is known as the ""Coronation Chair.""']",7
Macintosh,When was the Power Mac G4 discontinued?,July 2001,['The Power Mac G4 Cube was discontinued in July 2001.'],8
Dominican_Order,What did the English Order not care about?,the stigmata,"[""The English Order did not care about the physical manifestations of religious experiences, such as the appearance of stigmata. They focused on the spiritual essence of events in Christ's life rather than literal interpretations.""]",2
Gramophone_record,What was a benefit of early radio recordings?,microphones and amplifiers,"['A benefit of early radio recordings was the ability to broadcast and distribute recorded music, which significantly increased the visibility and sales of records. This allowed listeners to enjoy high-fidelity sound from recordings that closely resembled live performances, enhancing the overall musical experience. The innovations in recording technology, such as the improvements in frequency response and dynamic range, also contributed to a fuller and clearer audio quality, making recorded performances more appealing to audiences.']",0
Catalan_language,What comprises the standard pronunciation of Catalan?,Central Catalan,"[""The standard pronunciation of Catalan is considered to be Central Catalan. This variety serves as the reference for the descriptions of the language's pronunciation and is characterized by its specific phonetic qualities, including the incidence of vowel sounds like /e/ and /ɛ/. Different Catalan dialects, such as those spoken in the Balearic Islands and Valencia, may have variations from this standard pronunciation, but Central Catalan remains the norm for official and educational purposes.""]",8
"John,_King_of_England",When did John leave for Poitou?,February 1214,['John left for Poitou in February 1214.'],8
YouTube,What option besides removing the video does youtube grant copyright holders?,have them continue running for revenue,['YouTube gives copyright holders the option to have their videos continue running for revenue.'],8
Mosaic,Who created the mosaics in the Great Mosque in Corduba?,local craftsmen,"['The mosaics in the Great Mosque in Corduba (now known as the Mosque-Cathedral of Córdoba) were created by skilled artisans, including skilled workers obtained from the Byzantine Empire. This reflects the influence of Byzantine style in the decoration of the mosque.']",3
Insect,What part of the insect contains most of the sensing organs?,head,"['The head contains most of the sensing organs of the insect, including the antennae, ocellus or eyes, and the mouthparts.']",3
Sino-Tibetan_relations_during_the_Ming_dynasty,Who was the superior of prince Kublai?,Ögedei Khan,"[""The superior of prince Kublai was his brother, Ariq Böke, who challenged Kublai's claim to the throne. Additionally, Kublai's superior in the Mongol hierarchy was the Great Khan, a title which Kublai claimed for himself, but initially, at the time of the civil conflict, Ariq Böke was also proclaimed Great Khan by a rival kurultai. Ultimately, Kublai became recognized as Great Khan after defeating Ariq Böke in the civil war.""]",0
Pharmacy,What type of professional is a Pharmacy Technician considered to be?,"['pharmacy health care', 'health care professional']",['A Pharmacy Technician is considered a health care professional.'],3
Dialect,The conquest of western Ukraine by what country altered the language of Ukraine?,Polish-Lithuanian Commonwealth,['The conquest of western Ukraine by Poland altered the language of Ukraine.'],0
Zhejiang,What percent of Zhejiang was Protestant in 1999?,2.8%,"['In 1999, the Protestant population of Zhejiang comprised 2.8% of the provincial population.']",8
Germans,How many natives speak German?,100 million,"[""In Oklahoma, there are approximately 13,444 native speakers of German, representing about 0.4% of the state's total population.""]",0
Computer,Computers that have multiple ALUs are called what?,Superscalar,"['Computers that have multiple ALUs (Arithmetic Logic Units) are called ""superscalar"" computers.']",7
Letter_case,Which kind of purpose is uppercase reserved for in orthography?,special,"['In orthography, uppercase letters are primarily reserved for special purposes, such as the first letter of a sentence or of a proper noun.']",3
Alps,When did the tourism industry begin? ,the early 19th century,['The tourism industry began in the early 19th century when foreigners started visiting the Alps to enjoy the scenery and stay at spa-resorts.'],8
Mexico_City,What division are the Mexico City soccer teams in?,First,"['The context provided does not specify the current division of Mexico City soccer teams. However, Mexico City is known to be home to several clubs that play in Liga MX, which is the top division of professional football in Mexico. If you need more specific information about particular clubs or their divisions, please provide additional details or context.']",0
United_States_dollar,What does CPI stand for?,consumer price index,['CPI stands for Consumer Price Index.'],9
Umayyad_Caliphate,In what battle was the Medinese opposition movement defeated?,Battle of al-Harrah,['The Medinese opposition movement was defeated in the Battle of Badr.'],0
Economic_inequality,What does high levels of inequality do to growth in poor countries?,"['reduce growth', 'reduce']",['High levels of inequality reduce growth in relatively poor countries.'],3
Kanye_West,What was the name of the CD that Kanye recorded based on his failed college experience?,College Dropout,"['The name of the CD that Kanye recorded based on his failed college experience is ""The College Dropout.""']",8
Xbox_360,What resolution are videos sold through this service?,720p,['Videos sold through the Xbox Video Marketplace on the Xbox 360 console are encoded using VC-1 for video at a resolution of 720p.'],8
Frédéric_Chopin,What nationality is stated as the one Frédéric felt most identified by?,Polish,['Frédéric Chopin felt most identified as Polish.'],8
Botany,"Besides the Greeks, what other culture contributed to the study of botany?",medieval Muslim world,"['In addition to the Greeks, the context references several contributors to the study of botany, including the Romans, as indicated by the scholarly tradition maintained during Roman times with academic institutions in places like Constantinople, Antioch, and Alexandria. Additionally, the connections between Greek botanical knowledge and later contributions from scholars like Valerius Cordus, Conrad von Gesner, and Ulisse Aldrovandi suggest that various European scholars during the Renaissance played a significant role in developing botanical science.']",0
Steven_Spielberg,When was 'Bridge of Spies' set?,1960,"[""'Bridge of Spies' is set during the Cold War, specifically focusing on the 1960 U-2 incident, which occurred when U.S. pilot Gary Powers was shot down over Soviet territory.""]",7
Hindu_philosophy,Of what does Dvaita Vedanta theorize the existence?,two separate realities,"['Dvaita Vedanta theorizes the existence of two separate realities, primarily the independent reality of Vishnu or Brahman, who is viewed as the supreme Self.']",7
Somerset,who started drainage of the Somerset levels ,"the Romans, and was restarted at various times: by the Anglo-Saxons","['The drainage of the Somerset Levels began with the Romans. It was subsequently restarted at various times by the Anglo-Saxons, in the Middle Ages by the Glastonbury Abbey (from 1400 to 1770), and during the Second World War with the construction of the Huntspill River.']",7
USB,What does the USB specification limit?,the inrush current,"['The USB specification limits the size of a connecting device in the area around its plug to prevent a device from blocking adjacent ports due to the size of the cable strain relief mechanism. Additionally, it sets tolerances for compliant USB connectors to minimize physical incompatibilities among connectors from different vendors.']",0
Ashkenazi_Jews,Have studies on the genetics of the Ashkenazim come to similar or divergent conclusions regarding the degree and sources of their European ancestry?,they have arrived at diverging conclusions,"['Studies on the genetics of the Ashkenazim have arrived at diverging conclusions regarding the degree and sources of their European ancestry. While some findings highlight a significant prevalence of ancient Levantine origins, other studies indicate a considerable amount of European genetic admixture, particularly among maternal lineages. As a result, there is no consensus on the exact extent and sources of their European ancestry.']",8
Wood,"Other than boats, what do people often build with wood?",houses,"['People often build a variety of structures with wood, including houses, furniture, doors, flooring, and beams. It is also commonly used in the construction of cathedrals, castles, and other large buildings, as well as for making wooden fixtures and decorative elements. Additionally, engineered wood products like glued laminated timber and structural panels are frequently used in construction.']",2
Quran,What are the two type of ta'wil?,acceptable and unacceptable,"[""The two types of ta'wil are:\n\n1. **Acceptable ta'wil**: This refers to the interpretation of a verse beyond its literal meaning, focusing on the implicit meaning that is ultimately known only to God and cannot be understood directly through human thought alone.\n\n2. **Unacceptable ta'wil**: This involves transferring the apparent meaning of a verse to a different meaning using proof, which is considered inconsistent and incorrect in relation to Quranic verses.""]",8
Frédéric_Chopin,In 1835 where did Chopin and his parents visit?,Carlsbad,"['In 1835, Chopin and his parents visited Carlsbad.']",5
"Fresno,_California",What new product did Bank of America introduce in 1958?,BankAmericard,['Bank of America introduced a new product called BankAmericard in 1958.'],7
Northwestern_University,What was the official nickname of Northwestern's athletic teams prior to 1924?,The Purple,"['The official nickname of Northwestern\'s athletic teams prior to 1924 was ""The Purple.""']",8
Dialect,"Aside from Italo-Dalmatian, what is another term for the group that Italian languages belong to?",Romance,"['Another term for the group that Italian languages belong to is ""Romance languages.""']",7
Eritrea,How does the texture of Eritrean dishes compare to Ethiopian meals?,lighter,"['Eritrean dishes are frequently described as being ""lighter"" in texture compared to Ethiopian meals.']",5
Buddhism,The absence of ignorance leads to what?,the absence of the others,"['The absence of ignorance leads to enlightenment, understanding, and the ability to think independently. It fosters a sense of self-awareness and coherence in identity and experiences, ultimately allowing individuals and communities to achieve a deeper connection with knowledge and reality.']",0
"New_Haven,_Connecticut",What is the name of the highway tunnel on Route 15 in New Haven? ,Heroes Tunnel,['The name of the highway tunnel on Route 15 in New Haven is Heroes Tunnel.'],8
Canadian_football,Which CFL games require tie-breaking rounds continue until a winner results?,playoff or championship,"['In the Canadian Football League (CFL), tie-breaking rounds continue until a winner is determined during playoff or championship games. In these instances, teams alternate attempts to score from the 35-yard line until one team leads after both have had an equal number of possessions.']",8
Human_Development_Index,On what date was the 2013 Human Development Report released?,"March 14, 2013","['The specific release date of the 2013 Human Development Report is not provided in the context given. However, the Human Development Reports are typically published annually by the United Nations Development Programme (UNDP). For precise dates, one would need to refer to the official UNDP website or related announcements for that specific report.']",0
Madonna_(entertainer),When was the The English Roses published?,September 2003,['The English Roses was published in September 2003.'],8
Westminster_Abbey,What was the altarpiece designed for?,high altar of the abbey,"['The altarpiece was designed for churches, often featuring scenes such as the Last Judgement or Christ in Majesty. It aimed to create a celebratory and religious atmosphere, enhancing the spiritual experience of worshippers by depicting significant biblical narratives and figures.']",3
Mosaic,The majority of the mosaics in Venice were created by who?,local artists,['The majority of the mosaics in Venice were created by local artists from the 12th–13th centuries.'],7
LaserDisc,Who chose LaserFisc for their Domesday Project in the mid-1980s?,British Broadcasting Corporation (BBC),['The BBC chose LaserFisc for their Domesday Project in the mid-1980s.'],2
Elizabeth_II,Who did Elizabeth surpass in longest lived British monarch?,Queen Victoria,"['Elizabeth surpassed her great-great-grandmother, Queen Victoria, to become the longest-reigning British head of state and the longest-reigning queen regnant in world history.']",3
Middle_Ages,What is a notable architectural feature of the basilica?,transept,"['A notable architectural feature of the basilica is the use of a transept, which forms the ""arms"" of a cross-shaped building that are perpendicular to the long nave. Additionally, basilicas often include a monumental entrance typically located at the west end of the building.']",7
Josip_Broz_Tito,The Cryptologic Spectrum also notes whose impressions of Tito's Russian origins?,Draža Mihailović's,"[""The impressions of Tito's Russian origins noted in the Cryptologic Spectrum report are those of Draža Mihailović.""]",2
Kathmandu,What sort of temperature is typical on a Kathmandu morning?,cool,"['A typical morning temperature in Kathmandu can be around 10.1 °C (50.2 °F) during the winter, with summer mornings averaging a bit warmer. The climate is generally temperate, with variations depending on the season, but mornings are usually mild.']",2
Armenia,What is the Armenian term for settlment?,bnakavayr,"['The Armenian term for settlement is ""համայնք"" (hamaynk).']",0
European_Central_Bank,What former managing director od Goldman Sachs international division is president of The European Central Bank?,Mario Draghi,"[""The former managing director of Goldman Sachs' international division who is the president of the European Central Bank is Mario Draghi.""]",9
Ashkenazi_Jews,A 2013 study estimates that what percentage of Ashkenazi maternal ancestry comes from women of undetermined origins?,while the origin of the remainder is undetermined,"['The 2013 study estimates that the origin of the remainder of Ashkenazi maternal ancestry, which is not specifically identified, is undetermined, but it states that 80 percent of Ashkenazi maternal ancestry comes from women indigenous to Europe, and only 8 percent from the Near East. This implies that the remaining 12 percent of Ashkenazi maternal ancestry comes from women of undetermined origins.']",8
Planck_constant,The value quoted here for the Planck constant is based on a measurement in what year?,2007,['The value quoted for the Planck constant is based on measurements made in the year 2007.'],3
Warsaw,What conviction did many Poles have regarding how the Varsovians thought of themselves?,"['as better', 'better', 'thought of themselves as better']","['Many Poles believed that Varsovians thought of themselves as superior simply because they lived in the capital. This perception contributed to a sense of division within the country, although this belief has diminished since 1990 when residency registration limitations were lifted.']",3
Huguenot,"Besides Britain and North America, where else did Huguenot refugees settle?","['Holland, Prussia, and South Africa', 'Britain as well as Holland, Prussia, and South Africa']","[""Huguenot refugees settled in several locations besides Britain and North America, including Germany, Scandinavia (notably Brandenburg-Prussia), the Cape of Good Hope in South Africa, and the Dutch Republic's colonies.""]",7
Kanye_West,What was the name of Kanye's 2008 music tour?,Glow in the Dark Tour,"['The name of Kanye West\'s 2008 music tour was the ""Glow in the Dark Tour.""']",10
Gene,What does the directional selection of beneficial mutations lead to?,adaptive evolution,['The directional selection of beneficial mutations leads to adaptive evolution.'],8
Daylight_saving_time,In what part of the world is daytime shorter in winter and longer in summer?,North and south of the tropics,"['Daytime is shorter in winter and longer in summer in regions north and south of the tropics. As one moves away from the tropics, the effect of varying daylight hours becomes more pronounced, leading to significantly shorter days during the winter months and longer days during the summer months.']",7
History_of_science,What was Ibn al-Haytham's nickname?,the father of optics,"['Ibn al-Haytham is often referred to as the ""father of optics"" and has also been described as the ""first scientist.""']",8
Annelid,How does peristalsis work?,waves of contraction and expansion that sweep along the body,"['Peristalsis is a series of rhythmic muscular contractions that occur in the digestive tract to move food along. It involves the coordinated contraction and relaxation of the muscles in the walls of the digestive organs, such as the esophagus, stomach, and intestines. When a segment of the muscle contracts, it pushes the contents forward, while the following segment relaxes to allow the material to pass through. This wave-like motion helps to propel food and digesta through the digestive system, facilitating processes such as mixing and absorption. In addition, peristalsis aids in the movement of solid waste towards the rectum in preparation for defecation.']",8
Madrasa,What institutions have been considered to take some its ideas from madaris?,European university,"['The institutions that have been considered to take some of their ideas from madaris include universities in the Western world, which began as institutions of the Catholic Church. Additionally, the madaris of al-Qarawīyīn and al-Azhar, which are claimed to be some of the earliest forms of universities, have also influenced higher learning. The structure and educational practices of these madaris have contributed to the understanding and formation of educational institutions that followed.']",3
Muslim_world,Where is one permitted to use representations of humans?,secular architecture,"['The contexts provided do not specifically address the permissibility of using representations of humans. However, it can be inferred from general practices around art, copyright laws, and cultural norms that representations of humans are often used in various contexts such as art (for example, in museums like the Bronx Museum of the Arts), entertainment (like YouTube videos), and cultural expressions (such as icons in religious contexts). Permissions for use may depend on copyright considerations or cultural practices. Always consider the specific legal frameworks and cultural guidelines relevant to the context in which one wishes to use representations of humans.']",0
Black_people,How many slaves were imported by the British Caribbean?,2.76 million,['The British Caribbean imported approximately 2.76 million African slaves during the Atlantic slave trade.'],8
Greece,"During battles of the 1600 and 1700's, the Greeks usually fought against who?",Ottoman Empire,"['During the battles of the 1600s and 1700s, the Greeks usually fought against the Ottoman Empire, which had dominion over Greece during that period. The Greeks faced various military campaigns and sieges by Ottoman forces while also experiencing a growing desire for independence that ultimately contributed to the Greek War of Independence in the early 19th century.']",7
Software_testing,Finding defects once a change in code had already happened is called?,Regression testing,['Finding defects once a change in code has already happened is called regression testing.'],8
Dominican_Order,Who influenced Magnus at this time?,Dionysus,"['Magnus was significantly influenced by the writings of Dionysus the Areopagite, a mystical theologian whose ideas left a lasting impact during the medieval period. Additionally, other notable figures such as Hildegard of Bingen and Mechthild of Magdeburg, who were part of the Beguine movement, were also influenced by the mystical tradition that Magnus contributed to.']",3
Classical_music,When was the modern era?,1890–1930,"['The modern era is commonly considered to have begun in the late 15th century, particularly marked by events such as the Renaissance, which started around 1420 and continued through the 16th century. Additionally, the term ""modern"" was coined in the 16th century to indicate present or recent times, and the early modern period is generally viewed as lasting until the late 18th century or early 19th century, with significant developments continuing into the 20th century. Thus, the modern era spans from approximately the late 15th century to the present.']",0
Association_football,"What is the name of a similar, non-competitive game in Japan called?",kemari,"['The name of a similar, non-competitive game in Japan is called ""kemari.""']",8
Tennessee,Which side won more Civil War battles in Tennessee?,Union,['The Union side won more Civil War battles in Tennessee.'],8
Islamism,What Republic has maintained its control of Iran?,"['Islamic', 'The Islamic Republic']",['The Islamic Republic has maintained its control of Iran.'],2
Hellenistic_period,In what region did the Romans aim to re-bolster the influence after the Second Punic war?,the Balkans,"['After the Second Punic War, the Romans aimed to re-bolster their influence in the Greek east, particularly by seeking alliances with several Greek city-states for protection against the Macedonian kingdom and the Seleucid Empire.']",2
Myanmar,How did the world respond to the reported acts of military violence during the Burmese revolution of 2007?,The military crackdown against unarmed protesters was widely condemned as part of the International reactions,"['The world responded to the reported acts of military violence during the Burmese revolution of 2007 with widespread condemnation and calls for action. Numerous international human rights organizations, as well as the United Nations, criticized the violent crackdown by the military on peaceful protests, which included violent suppression of demonstrators. Countries and leaders around the globe urged the Burmese military regime to respect human rights and engage in dialogue with pro-democracy activists. Sanctions were imposed by several nations, particularly Western countries, aimed at the military leadership in Myanmar to pressure them into ending the violence and shifting towards democratic reforms. Overall, the response showcased a significant level of international concern regarding human rights abuses in Myanmar during this period.']",8
Nigeria,How many Nigerian Christians are Protestant?,74%,"['The provided contexts do not specify the exact number of Nigerian Christians who are Protestant. However, it is noted that among the Igbos in the east of Nigeria, 98% are Christian, with the majority being Protestant. Additionally, the middle belt of Nigeria contains a large number of minority ethnic groups who are mostly Christians. While we can infer that a significant portion of Nigerian Christians are likely Protestant, we cannot provide a specific figure without additional data.']",2
Alfred_North_Whitehead,Who co-wrote Principia Mathematica with Whitehead?,Bertrand Russell,['Bertrand Russell co-wrote Principia Mathematica with Alfred North Whitehead.'],7
Israel,When did the British government announce it would withdraw from Mandatory Palestine?,1947,['The British government announced it would withdraw from Mandatory Palestine in 1947.'],7
Gamal_Abdel_Nasser,What party came in third in the 2013 election?,Sabahi,"['In the 2013 election, the third party was the Democratic Left, which received 6% of the votes.']",0
"John,_King_of_England",Until when did Henry III continue his attempts to reclaim Normandy?,1259,['Henry III continued his attempts to reclaim Normandy until his death in 1272.'],0
Tajikistan,What mountians do the Pamiri people call home?,Pamir Mountains,['The Pamiri people call the Pamir Mountains home.'],7
Genome,In what year was the word genome first created?,1920,"['The term ""genome"" was created in 1920 by Hans Winkler, professor of botany at the University of Hamburg, Germany.']",5
Houston,What commodity was Houston known for in 1860? ,cotton,"['In 1860, Houston was known for being a commercial and railroad hub for the export of cotton.']",3
Qing_dynasty,What did Qi Jiguang's private army do?,repel raiding Japanese pirates,"[""Qi Jiguang's private army, known for its disciplined and effective military tactics, played a crucial role in defending the Ming dynasty's northeastern coastal areas against pirate invasions and incursions. Qi Jiguang utilized innovative strategies, trained his troops rigorously, and implemented effective fortifications to protect against both foreign threats and local unrest. His leadership and the effectiveness of his army contributed significantly to restoring stability in the region during a time of considerable turmoil.""]",8
Warsaw,What kingdom annexed Warsaw in 1796?,"['Kingdom of Prussia', 'Prussia']",['The Kingdom of Prussia annexed Warsaw in 1796.'],0
Capital_punishment_in_the_United_States,What goal did the ALI's study say could not be reconciled with the goal of individualized execution decisions?,systemic fairness for minorities,"[""The ALI's study stated that the goal of individualized decisions about who should be executed could not be reconciled with the goal of systemic fairness for minorities and others.""]",7
